Key,ConceptId,CanonicalTermRU,CurrentTextOrVariant,SourceTermId,SourceFile,SourceKeyOrFunction,ComponentOrModule,ContextOrScreen,TriggerCondition,ReplacementTarget,Notes
CONCEPT_POINTS_CURRENCY__ST3_1335,CONCEPT_POINTS_CURRENCY,💰,"${escapeHtml(p.text)}<span class=""sub"">вброс</span>",ST3_1335,AsyncScene/Web/ui-old.js,escapeHtml,root,"escape,price_caps",dynamic_template,💰,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=EconomyReason; taxonomyCategory=ResourceName; inventoryNotes=variables=escapeHtml(p.text); line=660
CONCEPT_POINTS_CURRENCY__ST3_1336,CONCEPT_POINTS_CURRENCY,💰,"${escapeHtml(p.text)}<span class=""sub"">ответка</span>",ST3_1336,AsyncScene/Web/ui-old.js,escapeHtml,root,"escape,price_caps",dynamic_template,💰,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=EconomyReason; taxonomyCategory=ResourceName; inventoryNotes=variables=escapeHtml(p.text); line=675
CONCEPT_POINTS_CURRENCY__ST3_1337,CONCEPT_POINTS_CURRENCY,💰,Свалить за 1 💰,ST3_1337,AsyncScene/Web/ui-old.js,sm,root,"escape,economy_toasts",static_string,💰,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=ActionName; inventoryNotes=line=688
CONCEPT_POINTS_CURRENCY__ST3_1352,CONCEPT_POINTS_CURRENCY,💰,"Помощь стоит 1 💰. Если твоя сторона выиграет, получишь 2.",ST3_1352,AsyncScene/Web/ui-old.js,rule,root,economy_toasts,static_string,💰,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=line=850
CONCEPT_POINTS_CURRENCY__ST3_1357,CONCEPT_POINTS_CURRENCY,💰,"Не хватает 💰, чтобы вписаться.",ST3_1357,AsyncScene/Web/ui-old.js,pushSystem,root,"events_voting_crowd,economy_toasts,disabled_states",static_string,💰,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=line=901
CONCEPT_POINTS_CURRENCY__ST3_1366,CONCEPT_POINTS_CURRENCY,💰,Не хватает 💰 на такую ставку.,ST3_1366,AsyncScene/Web/ui-old.js,pushSystem,root,"economy_toasts,disabled_states",static_string,💰,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=line=992
CONCEPT_POINTS_CURRENCY__ST3_1370,CONCEPT_POINTS_CURRENCY,💰,"Внимание. Похоже, тут гопник. Лучше смыться или отшить: иначе утащит 💰.",ST3_1370,AsyncScene/Web/ui-old.js,if,root,economy_toasts,static_string,💰,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=line=1074
CONCEPT_POINTS_CURRENCY__ST3_1372,CONCEPT_POINTS_CURRENCY,💰,${w.name} победил(а). Ты поднял(а) +2 💰.,ST3_1372,AsyncScene/Web/ui-old.js,if,root,economy_toasts,dynamic_template,💰,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=variables=w.name; line=1182
CONCEPT_POINTS_CURRENCY__ST3_1388,CONCEPT_POINTS_CURRENCY,💰,"Лучше не вступать в конфликт. Гопник утащит 💰, бандит обнулит. Безопаснее смыться или отшить, если можете.",ST3_1388,AsyncScene/Web/ui-old.js,dmPushLine,root,"dm_ui,reports_cop_flow,economy_toasts",static_string,💰,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Toast; taxonomyCategory=ActionName; inventoryNotes=line=1344
CONCEPT_POINTS_CURRENCY__ST3_1412,CONCEPT_POINTS_CURRENCY,💰,Пойнтов не хватает.,ST3_1412,AsyncScene/Web/ui/ui-battles.js,statToast,ui,"battle_ui,economy_toasts,disabled_states",static_string,💰,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Error; taxonomyCategory=Error; inventoryNotes=line=1072
CONCEPT_POINTS_CURRENCY__ST3_1416,CONCEPT_POINTS_CURRENCY,💰,Не хватает пойнтов.,ST3_1416,AsyncScene/Web/ui/ui-battles.js,msg,ui,"battle_ui,economy_toasts,disabled_states",static_string,💰,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Error; taxonomyCategory=Error; inventoryNotes=line=1201; forbiddenSynonymMapped=пойнтов
CONCEPT_POINTS_CURRENCY__ST3_1417,CONCEPT_POINTS_CURRENCY,💰,Не хватает пойнтов.,ST3_1417,AsyncScene/Web/ui/ui-battles.js,msg,ui,"battle_ui,economy_toasts,disabled_states",static_string,💰,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Error; taxonomyCategory=Error; inventoryNotes=line=1220; forbiddenSynonymMapped=пойнтов
CONCEPT_POINTS_CURRENCY__ST3_1422,CONCEPT_POINTS_CURRENCY,💰,Пойнтов не хватает.,ST3_1422,AsyncScene/Web/ui/ui-battles.js,msg,ui,"battle_ui,economy_toasts,disabled_states",static_string,💰,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Error; taxonomyCategory=Error; inventoryNotes=line=1315
CONCEPT_POINTS_CURRENCY__ST3_1436,CONCEPT_POINTS_CURRENCY,💰,Пойнтов не хватает.,ST3_1436,AsyncScene/Web/ui/ui-battles.js,showStatToast,ui,"battle_ui,economy_toasts,disabled_states",static_string,💰,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Error; taxonomyCategory=Error; inventoryNotes=line=1683
CONCEPT_POINTS_CURRENCY__ST3_1481,CONCEPT_POINTS_CURRENCY,💰,Уйти за 1💰,ST3_1481,AsyncScene/Web/ui/ui-battles.js,appendChild,ui,"battle_ui,economy_toasts",static_string,💰,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=line=2602
CONCEPT_POINTS_CURRENCY__ST3_1482,CONCEPT_POINTS_CURRENCY,💰,Уйти за 1💰,ST3_1482,AsyncScene/Web/ui/ui-battles.js,leaveBtn,ui,"battle_ui,economy_toasts",static_string,💰,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=ActionName; inventoryNotes=line=2608
CONCEPT_POINTS_CURRENCY__ST3_1498,CONCEPT_POINTS_CURRENCY,💰,${name} 💰${pts} [${inf}],ST3_1498,AsyncScene/Web/ui/ui-battles.js,inf,ui,"battle_ui,economy_toasts",dynamic_template,💰,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=variables=name|pts|inf; line=2969
CONCEPT_POINTS_CURRENCY__ST3_1539,CONCEPT_POINTS_CURRENCY,💰,💰${Number.isFinite(pts) ? pts : 0},ST3_1539,AsyncScene/Web/ui/ui-core.js,isFinite,ui,economy_toasts,dynamic_template,💰,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=variables=Number.isFinite(pts) ? pts : 0; line=151
CONCEPT_POINTS_CURRENCY__ST3_1541,CONCEPT_POINTS_CURRENCY,💰,Передача пойнтов: пока недоступна.,ST3_1541,AsyncScene/Web/ui/ui-core.js,P2P_BACKLOG_TITLE,ui,"p2p,economy_toasts",static_string,💰,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=BlockTitle; taxonomyCategory=Status; inventoryNotes=line=264; forbiddenSynonymMapped=пойнтов
CONCEPT_POINTS_CURRENCY__ST3_1591,CONCEPT_POINTS_CURRENCY,💰,💰,ST3_1591,AsyncScene/Web/ui/ui-core.js,if,ui,economy_toasts,static_string,💰,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=line=813
CONCEPT_POINTS_CURRENCY__ST3_1596,CONCEPT_POINTS_CURRENCY,💰,"span[title=""Пойнты""]",ST3_1596,AsyncScene/Web/ui/ui-core.js,if,ui,economy_toasts,static_string,💰,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=BlockTitle; taxonomyCategory=ResourceName; inventoryNotes=line=845
CONCEPT_POINTS_CURRENCY__ST3_1602,CONCEPT_POINTS_CURRENCY,💰,💰,ST3_1602,AsyncScene/Web/ui/ui-core.js,icons,ui,economy_toasts,static_string,💰,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=line=894
CONCEPT_POINTS_CURRENCY__ST3_1605,CONCEPT_POINTS_CURRENCY,💰,"Нужно 1💰, сейчас не хватает.",ST3_1605,AsyncScene/Web/ui/ui-dm.js,respect_no_points,ui,"dm_ui,respect_econ08,economy_toasts,disabled_states,pending_states",static_string,💰,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=line=16
CONCEPT_POINTS_CURRENCY__ST3_1609,CONCEPT_POINTS_CURRENCY,💰,Ты отдал 1💰,ST3_1609,AsyncScene/Web/ui/ui-dm.js,showRespectToast,ui,"dm_ui,respect_econ08,p2p,economy_toasts",static_string,💰,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=line=61
CONCEPT_POINTS_CURRENCY__ST3_1611,CONCEPT_POINTS_CURRENCY,💰,Ты отдал 1💰,ST3_1611,AsyncScene/Web/ui/ui-dm.js,callDevToastProbe,ui,"dm_ui,p2p,economy_toasts",static_string,💰,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=line=63
CONCEPT_POINTS_CURRENCY__ST3_1613,CONCEPT_POINTS_CURRENCY,💰,Ты отдал 1💰,ST3_1613,AsyncScene/Web/ui/ui-dm.js,__toastTapePush__,ui,"dm_ui,p2p,economy_toasts",static_string,💰,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=line=67
CONCEPT_POINTS_CURRENCY__ST3_1617,CONCEPT_POINTS_CURRENCY,💰,"${escapeHtml(p.text)} <span class=""badge"">${p.kind === ""attack"" ? ""Вброс"" : ""Ответка""}</span>",ST3_1617,AsyncScene/Web/ui/ui-dm.js,escapeHtml,ui,"dm_ui,escape,price_caps",dynamic_template,💰,"STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=EconomyReason; taxonomyCategory=ResourceName; inventoryNotes=variables=escapeHtml(p.text)|p.kind === ""attack"" ? ""Вброс"" : ""Ответка""; line=399"
CONCEPT_POINTS_CURRENCY__ST3_1657,CONCEPT_POINTS_CURRENCY,💰,Введите положительное число пойнтов.,ST3_1657,AsyncScene/Web/ui/ui-dm.js,p2p_invalid_amount,ui,"dm_ui,p2p,economy_toasts",static_string,💰,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Error; taxonomyCategory=ResourceName; inventoryNotes=line=939; forbiddenSynonymMapped=пойнтов
CONCEPT_POINTS_CURRENCY__ST3_1658,CONCEPT_POINTS_CURRENCY,💰,У вас недостаточно пойнтов.,ST3_1658,AsyncScene/Web/ui/ui-dm.js,p2p_insufficient_points,ui,"dm_ui,p2p,economy_toasts",static_string,💰,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=line=940; forbiddenSynonymMapped=пойнтов
CONCEPT_POINTS_CURRENCY__ST3_1659,CONCEPT_POINTS_CURRENCY,💰,Нельзя отправить пойнты самому себе.,ST3_1659,AsyncScene/Web/ui/ui-dm.js,p2p_self_transfer_forbidden,ui,"dm_ui,p2p,economy_toasts,disabled_states",static_string,💰,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=line=941; forbiddenSynonymMapped=пойнты
CONCEPT_POINTS_CURRENCY__ST3_1662,CONCEPT_POINTS_CURRENCY,💰,Передать 💰,ST3_1662,AsyncScene/Web/ui/ui-dm.js,label,ui,"dm_ui,economy_toasts",static_string,💰,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=ResourceName; inventoryNotes=line=959
CONCEPT_POINTS_CURRENCY__ST3_1663,CONCEPT_POINTS_CURRENCY,💰,Попросить 💰,ST3_1663,AsyncScene/Web/ui/ui-dm.js,label,ui,"dm_ui,economy_toasts",static_string,💰,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=ResourceName; inventoryNotes=line=959
CONCEPT_POINTS_CURRENCY__ST3_1665,CONCEPT_POINTS_CURRENCY,💰,"Сколько 💰 вы хотите передать ${target.name || """"}?",ST3_1665,AsyncScene/Web/ui/ui-dm.js,promptText,ui,"dm_ui,economy_toasts",dynamic_template,💰,"STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=variables=target.name || """"; line=970"
CONCEPT_POINTS_CURRENCY__ST3_1666,CONCEPT_POINTS_CURRENCY,💰,"Сколько 💰 ${target.name || """"} должен передать вам?",ST3_1666,AsyncScene/Web/ui/ui-dm.js,promptText,ui,"dm_ui,economy_toasts",dynamic_template,💰,"STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=variables=target.name || """"; line=971"
CONCEPT_POINTS_CURRENCY__ST3_1667,CONCEPT_POINTS_CURRENCY,💰,"Вы отправили ${amount} 💰 ${target.name || """"}.",ST3_1667,AsyncScene/Web/ui/ui-dm.js,showP2PSystem,ui,"dm_ui,p2p,economy_toasts",dynamic_template,💰,"STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=variables=amount|target.name || """"; line=986"
CONCEPT_POINTS_CURRENCY__ST3_1668,CONCEPT_POINTS_CURRENCY,💰,"${target.name || """"} отправил(а) вам ${amount} 💰.",ST3_1668,AsyncScene/Web/ui/ui-dm.js,showP2PSystem,ui,"dm_ui,p2p,economy_toasts",dynamic_template,💰,"STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=variables=target.name || """"|amount; line=987"
CONCEPT_POINTS_CURRENCY__ST3_1703,CONCEPT_POINTS_CURRENCY,💰,Не хватает пойнтов.,ST3_1703,AsyncScene/Web/ui/ui-events.js,msg,ui,"events_voting_crowd,economy_toasts,disabled_states",static_string,💰,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Error; taxonomyCategory=Error; inventoryNotes=line=844; forbiddenSynonymMapped=пойнтов
CONCEPT_POINTS_CURRENCY__ST3_1706,CONCEPT_POINTS_CURRENCY,💰,Не хватает пойнтов.,ST3_1706,AsyncScene/Web/ui/ui-events.js,if,ui,"events_voting_crowd,economy_toasts,disabled_states",static_string,💰,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Error; taxonomyCategory=Error; inventoryNotes=line=888; forbiddenSynonymMapped=пойнтов
CONCEPT_POINTS_CURRENCY__ST3_1707,CONCEPT_POINTS_CURRENCY,💰,Не хватает пойнтов.,ST3_1707,AsyncScene/Web/ui/ui-events.js,if,ui,"events_voting_crowd,economy_toasts,disabled_states",static_string,💰,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Error; taxonomyCategory=Error; inventoryNotes=line=892; forbiddenSynonymMapped=пойнтов
CONCEPT_POINTS_CURRENCY__ST3_1708,CONCEPT_POINTS_CURRENCY,💰,Не хватает пойнтов.,ST3_1708,AsyncScene/Web/ui/ui-events.js,setEventNote,ui,"events_voting_crowd,economy_toasts,disabled_states",static_string,💰,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Error; taxonomyCategory=Error; inventoryNotes=line=893; forbiddenSynonymMapped=пойнтов
CONCEPT_POINTS_CURRENCY__ST3_1709,CONCEPT_POINTS_CURRENCY,💰,Не хватает пойнтов.,ST3_1709,AsyncScene/Web/ui/ui-events.js,showVoteBtnToast,ui,"events_voting_crowd,economy_toasts,disabled_states",static_string,💰,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=Error; inventoryNotes=line=894; forbiddenSynonymMapped=пойнтов
CONCEPT_POINTS_CURRENCY__ST3_1710,CONCEPT_POINTS_CURRENCY,💰,Не хватает пойнтов.,ST3_1710,AsyncScene/Web/ui/ui-events.js,if,ui,"events_voting_crowd,economy_toasts,disabled_states",static_string,💰,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Error; taxonomyCategory=Error; inventoryNotes=line=895; forbiddenSynonymMapped=пойнтов
CONCEPT_POINTS_CURRENCY__ST3_1719,CONCEPT_POINTS_CURRENCY,💰,+{rep}⭐ {pointsSign}{points}💰,ST3_1719,AsyncScene/Web/ui/ui-events.js,4,ui,"events_voting_crowd,respect_econ08,economy_toasts",dynamic_template,💰,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=variables=rep|pointsSign|points; line=982
CONCEPT_POINTS_CURRENCY__ST3_1729,CONCEPT_POINTS_CURRENCY,💰,+${ptsSum}💰,ST3_1729,AsyncScene/Web/ui/ui-events.js,ptsStr,ui,"events_voting_crowd,economy_toasts",dynamic_template,💰,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=variables=ptsSum; line=1081
CONCEPT_POINTS_CURRENCY__ST3_1730,CONCEPT_POINTS_CURRENCY,💰,${ptsSum}💰,ST3_1730,AsyncScene/Web/ui/ui-events.js,ptsStr,ui,"events_voting_crowd,economy_toasts",dynamic_template,💰,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=variables=ptsSum; line=1081
CONCEPT_POINTS_CURRENCY__ST3_1756,CONCEPT_POINTS_CURRENCY,💰,Не хватает 💰,ST3_1756,AsyncScene/Web/ui/ui-menu.js,if,ui,"economy_toasts,disabled_states",static_string,💰,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=line=480
CONCEPT_POINTS_CURRENCY__ST3_1760,CONCEPT_POINTS_CURRENCY,💰,Тренировка аргумента (${price} 💰),ST3_1760,AsyncScene/Web/ui/ui-menu.js,price,ui,"dm_ui,price_caps,economy_toasts",dynamic_template,💰,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=variables=price; line=502
CONCEPT_POINTS_CURRENCY__ST3_1761,CONCEPT_POINTS_CURRENCY,💰,"Цена ${price} 💰 • ${status.canTrain ? ""доступно"" : formatCooldownText(status)}",ST3_1761,AsyncScene/Web/ui/ui-menu.js,formatCooldownText,ui,"training_econ04,price_caps,cooldowns,economy_toasts",dynamic_template,💰,"STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=variables=price|status.canTrain ? ""доступно"" : formatCooldownText(status); line=504"
CONCEPT_POINTS_CURRENCY__ST3_1843,CONCEPT_POINTS_CURRENCY,💰,Токсик снял у тебя ${actual || cost} 💰. Все видели.,ST3_1843,docs/conflict/conflict-core.js,toxicStealLine,conflict,"reports_cop_flow,economy_toasts",dynamic_template,💰,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=variables=actual || cost; line=1001
CONCEPT_POINTS_CURRENCY__ST3_1844,CONCEPT_POINTS_CURRENCY,💰,Бандит забрал у тебя ${amountActual} 💰. Все видели.,ST3_1844,docs/conflict/conflict-core.js,line,conflict,"reports_cop_flow,economy_toasts",dynamic_template,💰,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=variables=amountActual; line=1057
